sub_article_id,FirstRound
pone.0222937.r001,True
pone.0223930.r001,True
pone.0224335.r001,True
pone.0224159.r001,True
pone.0227497.r001,True
pone.0222891.r001,True
pone.0218844.r001,True
pone.0224517.r001,True
pone.0225077.r001,True
pone.0226954.r001,True
pone.0223769.r001,True
pone.0228961.r001,True
pbio.3000464.r001,True
pone.0222791.r001,True
pone.0224895.r001,True
pone.0222229.r001,True
pone.0223097.r001,True
pone.0224893.r001,True
pone.0222263.r001,True
pone.0224395.r001,True
pone.0228755.r001,True
pone.0221027.r001,True
pntd.0008048.r001,True
pone.0225603.r001,True
pone.0223078.r001,True
pgen.1008386.r001,True
pone.0226685.r001,True
pmed.1002944.r001,True
pmed.1002963.r001,True
pone.0226832.r001,True
pone.0225089.r001,True
pone.0227338.r001,True
pone.0231081.r001,True
pone.0228065.r001,True
pone.0222406.r001,True
pone.0226708.r001,True
pone.0223214.r001,True
pone.0220889.r001,True
pone.0219276.r001,True
pone.0230229.r001,True
pone.0225883.r001,True
pone.0231526.r001,True
pone.0223861.r001,True
ppat.1007926.r001,True
pone.0222831.r001,True
ppat.1008247.r001,True
pone.0224093.r001,True
pone.0230941.r001,True
pone.0222826.r001,True
ppat.1007948.r001,True
pone.0224116.r001,True
pone.0225858.r001,True
pcbi.1007149.r001,True
pone.0222616.r001,True
pone.0222441.r001,True
pone.0225149.r001,True
pone.0219415.r001,True
pone.0227184.r001,True
pone.0222605.r001,True
pone.0224088.r001,True
pone.0223856.r001,True
ppat.1008155.r001,True
pcbi.1007194.r001,True
pbio.3000494.r002,True
pone.0226527.r001,True
pmed.1002947.r001,True
pone.0222228.r001,True
pbio.3000600.r001,True
pone.0227512.r001,True
pcbi.1007520.r001,True
pone.0224043.r001,True
pone.0221068.r002,True
pone.0223717.r001,True
pone.0221828.r001,True
pbio.3000665.r001,True
pone.0220091.r001,True
pone.0222068.r001,True
pone.0221680.r001,True
pone.0222972.r001,True
pone.0224514.r001,True
pone.0219230.r001,True
pone.0225761.r001,True
pone.0223624.r001,True
pone.0225270.r001,True
pone.0222467.r001,True
pone.0226358.r001,True
pone.0225230.r001,True
pone.0222522.r001,True
ppat.1008089.r001,True
pone.0231738.r001,True
pone.0222209.r001,True
pbio.3000590.r001,True
pbio.3000556.r001,True
pone.0224890.r001,True
pone.0223215.r001,True
pone.0235388.r001,True
pone.0223604.r001,True
pone.0226691.r001,True
pcbi.1007232.r001,True
pone.0243272.r001,True
pone.0224027.r001,True
pone.0227966.r001,True
pcbi.1007665.r001,True
pone.0226762.r001,True
pone.0222750.r001,True
pcbi.1007800.r001,True
pone.0222841.r001,True
pone.0222979.r001,True
pone.0228241.r001,True
pone.0225246.r001,True
pone.0224286.r001,True
ppat.1008216.r001,True
pbio.3000547.r001,True
pone.0220220.r001,True
pone.0223423.r001,True
pone.0222980.r001,True
pgen.1008598.r001,True
pone.0227620.r001,True
pcbi.1007453.r001,True
pgen.1008270.r001,True
pone.0219639.r001,True
pone.0223639.r001,True
pone.0223507.r001,True
pcbi.1007615.r001,True
pone.0223809.r001,True
pgen.1008464.r001,True
pone.0223901.r001,True
pone.0221630.r001,True
pone.0223994.r001,True
ppat.1007979.r001,True
pone.0228628.r001,True
pone.0230063.r001,True
pone.0223141.r001,True
pone.0220092.r001,True
pone.0222752.r001,True
ppat.1008109.r001,True
pone.0228089.r001,True
pone.0231647.r002,True
pcbi.1007425.r001,True
pgen.1008612.r001,True
pntd.0007865.r001,True
pbio.3000625.r001,True
pone.0223487.r001,True
ppat.1008129.r001,True
pone.0221391.r001,True
pone.0223800.r001,True
pbio.3000634.r001,True
pone.0223228.r001,True
ppat.1008278.r001,True
pone.0224287.r001,True
pone.0224154.r001,True
pone.0224467.r001,True
pone.0225070.r001,True
pone.0233486.r001,True
pone.0228873.r001,True
pntd.0007742.r001,True
pone.0222934.r001,True
pone.0222066.r001,True
ppat.1008117.r001,True
pone.0224727.r001,True
pone.0222800.r001,True
pone.0226960.r001,True
pone.0227760.r001,True
ppat.1008287.r001,True
pone.0224632.r001,True
pone.0230300.r001,True
pone.0225535.r001,True
pone.0226645.r001,True
pone.0225090.r001,True
pone.0224542.r001,True
pone.0221317.r001,True
pone.0230890.r001,True
pone.0230850.r001,True
pone.0230010.r001,True
pgen.1008255.r001,True
pone.0219650.r001,True
pone.0223645.r001,True
pone.0224511.r001,True
pone.0223407.r001,True
pone.0221887.r001,True
pone.0224749.r001,True
pone.0219337.r001,True
pone.0224945.r001,True
pone.0218908.r001,True
pone.0223503.r001,True
pone.0220094.r001,True
pone.0225384.r001,True
pgen.1008411.r001,True
pone.0224178.r001,True
pgen.1008476.r001,True
pone.0218497.r001,True
pone.0227913.r001,True
pone.0225151.r002,True
pone.0224676.r001,True
pone.0223716.r001,True
pone.0223736.r001,True
pgen.1008261.r001,True
pone.0224046.r001,True
pone.0221447.r001,True
pone.0229022.r001,True
pone.0225739.r001,True
pone.0224233.r001,True
pone.0226068.r001,True
pone.0227567.r001,True
pone.0222856.r001,True
pbio.3000486.r001,True
pone.0230038.r001,True
pone.0227196.r001,True
pone.0228265.r001,True
pone.0221455.r002,True
pone.0224686.r001,True
pgen.1008405.r001,True
pbio.3000610.r001,True
pone.0225283.r001,True
pone.0224706.r001,True
ppat.1008185.r002,True
pone.0226162.r001,True
pone.0225124.r001,True
pone.0224941.r001,True
pone.0226909.r001,True
pbio.3000500.r001,True
pone.0226737.r001,True
pone.0225785.r001,True
pone.0219805.r001,True
pone.0227313.r001,True
pone.0223373.r001,True
pone.0223618.r001,True
pone.0226625.r001,True
pone.0223499.r001,True
pone.0240029.r001,True
pone.0225346.r001,True
pone.0232737.r001,True
pone.0219633.r001,True
pone.0225788.r001,True
pone.0225200.r001,True
pgen.1008640.r001,True
pone.0223436.r001,True
pcbi.1007497.r001,True
pmed.1002960.r001,True
pgen.1008485.r001,True
pone.0225848.r001,True
pone.0226339.r001,True
pone.0226280.r001,True
pone.0225592.r002,True
pone.0224363.r001,True
pone.0224113.r001,True
pone.0224236.r001,True
pone.0223708.r001,True
pone.0224077.r001,True
pone.0224232.r001,True
pone.0224392.r001,True
pbio.3000755.r001,True
pone.0218767.r001,True
pcbi.1007249.r001,True
pcbi.1007633.r001,True
pone.0223730.r001,True
pone.0225064.r001,True
pone.0228624.r001,True
pone.0219235.r001,True
pone.0224158.r001,True
pone.0223917.r001,True
pone.0229438.r001,True
pone.0224017.r001,True
pone.0223379.r001,True
pbio.3000470.r001,True
pone.0224148.r001,True
pone.0223897.r001,True
pone.0222394.r001,True
pone.0224951.r001,True
pone.0219637.r001,True
pone.0223998.r001,True
pbio.3000659.r001,True
pone.0227203.r001,True
pone.0222603.r001,True
pmed.1002972.r001,True
pone.0225287.r001,True
pone.0224884.r001,True
pone.0226999.r001,True
pone.0224146.r001,True
pone.0225912.r001,True
pone.0226754.r001,True
pone.0224438.r001,True
pone.0225088.r001,True
pone.0222067.r001,True
pgen.1008546.r001,True
pone.0222843.r001,True
pone.0227435.r001,True
pntd.0007859.r001,True
ppat.1008296.r001,True
pone.0226211.r001,True
pone.0225783.r001,True
pone.0221677.r002,True
pone.0224885.r001,True
pcbi.1008081.r001,True
pone.0225198.r001,True
ppat.1008464.r001,True
pbio.3000465.r001,True
pone.0226833.r001,True
pone.0224338.r001,True
pone.0225255.r001,True
pone.0222922.r001,True
pone.0227638.r001,True
pone.0224215.r001,True
pbio.3000471.r001,True
pone.0222813.r002,True
pone.0227482.r001,True
pgen.1008324.r001,True
pone.0224814.r001,True
pone.0224106.r001,True
pone.0220270.r001,True
pntd.0008046.r001,True
pcbi.1007485.r001,True
pone.0230052.r001,True
pone.0227189.r001,True
pone.0220874.r001,True
pone.0224150.r001,True
pone.0233009.r001,True
pone.0222393.r001,True
pbio.3000656.r001,True
pone.0228349.r001,True
pone.0230101.r001,True
pone.0223338.r001,True
pone.0224665.r001,True
pone.0220539.r001,True
pone.0218840.r001,True
pone.0220484.r001,True
pone.0224095.r001,True
pone.0220084.r001,True
pone.0224659.r001,True
pbio.3000681.r001,True
pone.0225334.r001,True
pcbi.1007733.r001,True
pone.0228404.r001,True
pone.0226905.r001,True
pone.0226509.r001,True
pone.0223958.r001,True
pgen.1008312.r001,True
pone.0223866.r001,True
pone.0224401.r001,True
pone.0228137.r001,True
pone.0229197.r001,True
pone.0233679.r001,True
ppat.1008334.r001,True
pcbi.1007529.r001,True
pone.0230848.r001,True
pone.0219724.r001,True
pone.0225212.r001,True
pone.0226342.r001,True
pbio.3000895.r001,True
pone.0222787.r001,True
pone.0224794.r001,True
pone.0222425.r001,True
pcbi.1007525.r001,True
pone.0230904.r001,True
pntd.0007798.r001,True
pone.0225377.r001,True
pone.0225417.r001,True
pntd.0007917.r001,True
pgen.1008681.r001,True
pone.0220598.r001,True
pbio.3000599.r001,True
pone.0227636.r001,True
pone.0227130.r001,True
pone.0225480.r001,True
pone.0225735.r001,True
pone.0226616.r001,True
pone.0227679.r001,True
pone.0218909.r001,True
pone.0225607.r001,True
pone.0225316.r001,True
pone.0224947.r001,True
pone.0225067.r001,True
pone.0224985.r001,True
pone.0224083.r001,True
pone.0225605.r001,True
pone.0224184.r001,True
pone.0223328.r001,True
pone.0225447.r001,True
pcbi.1007486.r001,True
pone.0223649.r001,True
pone.0224288.r001,True
pone.0229287.r001,True
pgen.1008584.r001,True
pone.0224388.r001,True
pone.0225225.r001,True
pone.0223845.r001,True
pone.0235033.r001,True
pone.0224577.r001,True
pone.0224772.r001,True
pone.0224503.r001,True
pone.0228212.r001,True
pone.0225425.r001,True
pcbi.1007765.r001,True
pone.0225732.r001,True
pmed.1002974.r001,True
pone.0225586.r001,True
pone.0222784.r001,True
pone.0224877.r001,True
pone.0227450.r001,True
pone.0227518.r001,True
pgen.1008638.r001,True
pone.0225913.r001,True
pgen.1008453.r001,True
pone.0233680.r001,True
pone.0230408.r001,True
pone.0223501.r001,True
pone.0224030.r001,True
pgen.1008510.r001,True
pone.0227366.r001,True
pone.0232082.r001,True
pone.0219722.r001,True
pmed.1003027.r001,True
pone.0225007.r001,True
pone.0223889.r001,True
pone.0229910.r001,True
pone.0224214.r001,True
pone.0230356.r001,True
pone.0224260.r001,True
pone.0224615.r001,True
pbio.3000551.r001,True
pone.0226361.r001,True
pone.0223136.r001,True
pgen.1008894.r001,True
pone.0226308.r001,True
pone.0225802.r001,True
pone.0227027.r001,True
pone.0225075.r001,True
pone.0220022.r001,True
pone.0224900.r001,True
pone.0225669.r001,True
pone.0227752.r001,True
pone.0224936.r001,True
pcbi.1007549.r001,True
pgen.1008444.r001,True
pcbi.1007606.r001,True
pgen.1008537.r001,True
pgen.1008300.r001,True
pbio.3000528.r001,True
pone.0232999.r001,True
pone.0224273.r001,True
pone.0227767.r001,True
pgen.1008724.r001,True
pone.0227665.r001,True
pone.0220268.r001,True
pone.0223924.r001,True
pone.0230187.r001,True
pone.0223876.r001,True
pone.0244954.r001,True
pone.0226252.r001,True
pgen.1008698.r001,True
ppat.1008001.r001,True
pone.0227532.r001,True
pone.0241352.r001,True
pone.0224984.r001,True
pcbi.1007648.r001,True
pone.0230191.r001,True
pone.0219233.r001,True
pone.0227128.r001,True
pcbi.1007451.r001,True
pntd.0007898.r001,True
ppat.1008103.r001,True
pone.0229440.r001,True
ppat.1008312.r001,True
pone.0219411.r001,True
pone.0221378.r001,True
pone.0224896.r001,True
ppat.1008393.r001,True
pone.0224695.r001,True
pone.0224927.r001,True
pone.0224504.r001,True
pone.0225414.r001,True
pone.0226647.r001,True
pone.0227970.r001,True
pone.0224362.r001,True
pone.0225738.r001,True
pcbi.1007857.r001,True
pmed.1003025.r001,True
pone.0224402.r001,True
pone.0230358.r001,True
pone.0225654.r001,True
pone.0225268.r001,True
pone.0220597.r001,True
pone.0225285.r001,True
pone.0223658.r001,True
pone.0241182.r001,True
pone.0220538.r001,True
pone.0223509.r001,True
pone.0225908.r001,True
pone.0226066.r001,True
pone.0224883.r001,True
pgen.1008591.r001,True
pone.0229905.r001,True
pone.0224448.r001,True
pcbi.1007178.r001,True
pone.0230012.r001,True
pone.0233592.r001,True
pone.0223895.r001,True
pone.0220215.r001,True
pone.0225665.r001,True
pone.0225740.r001,True
pone.0227971.r001,True
pmed.1002994.r001,True
pone.0230126.r001,True
pone.0221190.r001,True
pone.0224015.r001,True
pone.0220542.r001,True
pone.0223888.r001,True
pmed.1003030.r001,True
pone.0228007.r001,True
pone.0220096.r001,True
pone.0223402.r001,True
pone.0224370.r001,True
pone.0223335.r001,True
pone.0226911.r001,True
pone.0223990.r001,True
pone.0226263.r001,True
pone.0224512.r001,True
pone.0223707.r001,True
pone.0223155.r001,True
pone.0230415.r001,True
pone.0221742.r001,True
pone.0228287.r001,True
pone.0225220.r001,True
pone.0224693.r001,True
pone.0221379.r001,True
pone.0224899.r001,True
pone.0219886.r001,True
pcbi.1007432.r001,True
pone.0223116.r001,True
pone.0224543.r001,True
pmed.1003006.r001,True
pone.0220593.r001,True
pone.0220676.r001,True
pone.0225450.r001,True
pone.0226154.r001,True
pone.0223605.r001,True
pntd.0007693.r001,True
pntd.0008111.r001,True
pcbi.1007300.r001,True
pgen.1008415.r001,True
pone.0226927.r001,True
pone.0225731.r001,True
pone.0228864.r001,True
pone.0224337.r001,True
pone.0224858.r001,True
pcbi.1007250.r001,True
pone.0231446.r001,True
pone.0230483.r001,True
pone.0231317.r001,True
pone.0222906.r001,True
pone.0226917.r001,True
pone.0226281.r001,True
pone.0230416.r001,True
pone.0227687.r001,True
pone.0225969.r001,True
pone.0224963.r001,True
pone.0223831.r001,True
pone.0223422.r001,True
pone.0226295.r001,True
pmed.1002982.r001,True
pone.0226228.r001,True
pone.0226632.r001,True
pone.0225448.r001,True
pone.0234026.r001,True
pone.0220095.r001,True
pone.0219874.r001,True
pone.0226253.r001,True
pone.0226526.r001,True
pcbi.1007171.r001,True
pone.0224773.r001,True
pone.0226224.r002,True
pbio.3000619.r001,True
pone.0224948.r001,True
pgen.1008867.r001,True
pgen.1008466.r001,True
pone.0225256.r001,True
pone.0226502.r001,True
pone.0227974.r001,True
pcbi.1007218.r001,True
pone.0229948.r001,True
pone.0225910.r001,True
pone.0229537.r001,True
pone.0227026.r001,True
pgen.1008341.r001,True
pone.0232938.r001,True
pone.0226548.r002,True
pone.0223152.r001,True
pone.0229490.r001,True
pone.0226769.r001,True
pone.0228921.r001,True
pone.0224752.r001,True
pmed.1002984.r001,True
pone.0232087.r001,True
pone.0225055.r001,True
pcbi.1007687.r001,True
pone.0233414.r001,True
pbio.3001012.r001,True
pone.0225670.r001,True
pone.0225135.r001,True
pcbi.1007541.r001,True
pone.0231031.r001,True
pone.0224684.r001,True
pone.0225201.r001,True
pone.0229294.r001,True
pone.0224282.r002,True
pone.0227728.r001,True
pone.0221915.r001,True
pone.0223982.r001,True
pone.0225228.r001,True
pgen.1008617.r001,True
pone.0220830.r001,True
pone.0223877.r001,True
pone.0226809.r001,True
pone.0226231.r001,True
pone.0230050.r001,True
pone.0225096.r001,True
pone.0225222.r001,True
pone.0225340.r001,True
pone.0224675.r001,True
pone.0240229.r001,True
pone.0227818.r001,True
pone.0223715.r001,True
pgen.1008452.r001,True
pone.0227968.r001,True
pone.0225338.r001,True
pone.0223928.r001,True
pone.0225172.r001,True
pone.0224674.r001,True
pone.0227697.r001,True
pbio.3000549.r002,True
pone.0227539.r001,True
pone.0224882.r001,True
pone.0224769.r001,True
pone.0229334.r001,True
pone.0232513.r001,True
pone.0224804.r001,True
pone.0225008.r001,True
pgen.1008494.r001,True
pone.0228242.r001,True
pone.0225379.r001,True
pone.0230424.r001,True
pone.0218299.r001,True
pone.0223805.r001,True
pone.0224821.r001,True
pone.0227295.r001,True
pone.0224518.r001,True
pmed.1002980.r001,True
pcbi.1007649.r001,True
pmed.1003052.r001,True
pgen.1008607.r001,True
pgen.1008766.r001,True
pntd.0007783.r001,True
pone.0226865.r001,True
pone.0231310.r001,True
pone.0224527.r001,True
pgen.1008861.r001,True
pone.0220219.r001,True
pcbi.1007700.r001,True
pone.0224803.r001,True
pone.0225416.r001,True
pone.0226081.r001,True
pone.0226404.r001,True
pone.0223051.r001,True
pone.0230779.r001,True
pone.0226842.r001,True
pcbi.1007748.r001,True
pbio.3000674.r001,True
pone.0225424.r001,True
pgen.1008347.r001,True
pone.0224859.r001,True
pone.0228313.r001,True
pcbi.1007886.r001,True
pone.0225395.r001,True
pbio.3000506.r001,True
pmed.1002995.r001,True
pone.0225335.r001,True
pbio.3000507.r001,True
pone.0225925.r001,True
pgen.1008550.r001,True
pgen.1008412.r001,True
pone.0228369.r001,True
pone.0224691.r001,True
pone.0224965.r001,True
pone.0225672.r001,True
pcbi.1007627.r001,True
pbio.3000504.r001,True
pone.0225148.r001,True
pone.0226158.r001,True
pone.0224758.r001,True
pone.0225321.r001,True
pone.0225623.r001,True
pone.0226711.r001,True
pmed.1003007.r001,True
pgen.1008577.r001,True
pone.0224110.r001,True
pone.0227421.r001,True
pone.0224930.r001,True
pone.0226575.r001,True
pgen.1008582.r001,True
pone.0232736.r001,True
pone.0223314.r001,True
pone.0218645.r001,True
pone.0227962.r001,True
pone.0227821.r001,True
pone.0227293.r001,True
pone.0220165.r001,True
pone.0219883.r001,True
pone.0222838.r001,True
pone.0225271.r001,True
pone.0223571.r001,True
pone.0225439.r001,True
pone.0227051.r001,True
pone.0219332.r001,True
pmed.1002985.r001,True
pntd.0007873.r001,True
pone.0220349.r001,True
pone.0225427.r001,True
pone.0227817.r001,True
pone.0220163.r001,True
pone.0225805.r001,True
pone.0222055.r001,True
pone.0219236.r001,True
pone.0229721.r001,True
pone.0224271.r001,True
pone.0220274.r001,True
pbio.3000658.r001,True
pone.0228292.r001,True
pone.0224560.r001,True
ppat.1008277.r001,True
pone.0242139.r001,True
ppat.1008239.r001,True
pone.0227259.r001,True
pntd.0007876.r001,True
pone.0228151.r001,True
pone.0235175.r001,True
pone.0227141.r001,True
pone.0228098.r001,True
pone.0223971.r001,True
pcbi.1007770.r001,True
pone.0228088.r001,True
pone.0227454.r001,True
pone.0223182.r001,True
pone.0225794.r001,True
pone.0228274.r001,True
pone.0225795.r001,True
pone.0226777.r001,True
pone.0241906.r001,True
pone.0227705.r001,True
pone.0227588.r001,True
pone.0225854.r001,True
pcbi.1007550.r001,True
pone.0226086.r001,True
pone.0225909.r001,True
pone.0223381.r001,True
pone.0231954.r001,True
pone.0225981.r001,True
pone.0228142.r001,True
pone.0225667.r001,True
pone.0229919.r001,True
pcbi.1007708.r001,True
pone.0225743.r001,True
pone.0225734.r001,True
pcbi.1010352.r001,True
pone.0226627.r001,True
pcbi.1007678.r001,True
pone.0229344.r001,True
pgen.1008788.r001,True
pcbi.1007821.r001,True
pntd.0007819.r001,True
pntd.0007991.r001,True
pone.0229583.r001,True
pntd.0007908.r001,True
pcbi.1007710.r001,True
ppat.1008316.r001,True
pcbi.1007339.r001,True
pone.0224183.r001,True
pone.0227040.r001,True
pone.0227602.r001,True
pone.0226169.r001,True
pgen.1008778.r001,True
pone.0221669.r001,True
pone.0229984.r001,True
pone.0227204.r001,True
pcbi.1008223.r001,True
pbio.3000579.r001,True
pone.0223992.r001,True
pone.0225722.r001,True
pone.0227816.r001,True
pone.0226528.r001,True
pone.0226369.r001,True
pone.0224562.r001,True
pone.0227814.r001,True
pgen.1009768.r001,True
pgen.1008362.r001,True
pone.0234700.r001,True
pone.0227119.r001,True
pone.0221914.r001,True
pone.0223568.r001,True
pone.0225185.r001,True
pone.0225612.r001,True
pone.0230849.r002,True
pone.0229342.r001,True
pone.0220020.r001,True
pone.0225057.r001,True
pone.0225133.r001,True
pone.0228175.r001,True
pone.0225566.r001,True
pone.0228676.r001,True
pmed.1002998.r001,True
pone.0228659.r001,True
pcbi.1007311.r001,True
pone.0228915.r001,True
pone.0225244.r001,True
pone.0226199.r001,True
pone.0231743.r001,True
pbio.3000626.r001,True
pntd.0008030.r001,True
pone.0224247.r001,True
pone.0223981.r001,True
pone.0227779.r001,True
pone.0221498.r001,True
pone.0236389.r001,True
pone.0226440.r001,True
pone.0225907.r001,True
pone.0227246.r001,True
pone.0227153.r001,True
pone.0229790.r001,True
pone.0227986.r001,True
pbio.3000792.r001,True
pone.0227444.r001,True
pone.0233669.r001,True
pone.0225765.r001,True
pcbi.1007799.r001,True
pone.0226709.r001,True
pone.0226547.r001,True
pone.0227718.r001,True
pone.0225668.r001,True
pone.0219648.r001,True
pbio.3000654.r001,True
pone.0224933.r001,True
pone.0229335.r001,True
pone.0228090.r001,True
pone.0225011.r001,True
pone.0227378.r001,True
pntd.0007897.r001,True
pone.0222375.r001,True
pcbi.1007625.r001,True
pone.0224433.r001,True
pntd.0008000.r001,True
pcbi.1007838.r001,True
pone.0227379.r001,True
pone.0228060.r001,True
pone.0239187.r001,True
pone.0225216.r001,True
pgen.1008606.r001,True
pone.0219652.r001,True
pone.0226857.r001,True
pone.0233279.r001,True
pone.0222479.r001,True
pone.0224076.r001,True
pone.0223357.r002,True
pone.0226299.r001,True
pmed.1002983.r001,True
pone.0227306.r001,True
pgen.1008572.r001,True
pmed.1003001.r001,True
pone.0230554.r001,True
pntd.0007586.r001,True
pone.0228656.r001,True
pone.0227829.r001,True
pone.0225376.r001,True
pone.0226074.r001,True
pone.0242404.r001,True
pone.0225455.r001,True
pone.0225806.r001,True
pone.0228870.r001,True
pone.0228725.r001,True
pone.0228341.r001,True
pntd.0007534.r001,True
pone.0238768.r001,True
pntd.0007826.r001,True
pone.0228083.r001,True
pone.0227400.r001,True
pone.0226378.r001,True
pone.0231953.r001,True
pone.0227798.r001,True
pone.0227875.r001,True
pntd.0008620.r001,True
pbio.3000567.r001,True
pone.0228394.r001,True
pone.0229286.r001,True
pone.0231307.r001,True
pone.0224923.r001,True
pntd.0008040.r001,True
pgen.1008693.r001,True
pcbi.1007631.r001,True
pcbi.1007804.r001,True
pone.0227563.r001,True
pone.0225863.r001,True
pone.0225204.r001,True
pmed.1002987.r001,True
pgen.1008628.r001,True
pone.0228416.r001,True
pone.0226408.r001,True
