sub_article_id,LastRound
pone.0223374.r003,True
pone.0222863.r003,True
pone.0223314.r001,True
pone.0218645.r001,True
pone.0222841.r003,True
pone.0222838.r001,True
pone.0225271.r001,True
pone.0223571.r001,True
pone.0222826.r003,True
pone.0225805.r001,True
pone.0222055.r001,True
pone.0219236.r001,True
pone.0228292.r001,True
pone.0223602.r003,True
pone.0227141.r001,True
pone.0222934.r003,True
pone.0222937.r003,True
pone.0222922.r003,True
pone.0223078.r003,True
pone.0223182.r001,True
pone.0225794.r001,True
pone.0228274.r001,True
pone.0224146.r003,True
pone.0227705.r001,True
pone.0225854.r001,True
pone.0222972.r003,True
pone.0223381.r001,True
pone.0225344.r003,True
pone.0222990.r003,True
pone.0222979.r003,True
pone.0223802.r003,True
pone.0223142.r003,True
pone.0223116.r003,True
pone.0224183.r001,True
pone.0229984.r001,True
pone.0225125.r003,True
pone.0223992.r001,True
pone.0223154.r003,True
pone.0226528.r001,True
pone.0224562.r001,True
pone.0223170.r003,True
pone.0223214.r003,True
pone.0223179.r003,True
pone.0223568.r001,True
pone.0225612.r001,True
pone.0230849.r002,True
pone.0223199.r003,True
pone.0223228.r003,True
pone.0223180.r003,True
pone.0223175.r003,True
pone.0223174.r003,True
pone.0224174.r003,True
pone.0225244.r001,True
pone.0226199.r001,True
pone.0223981.r001,True
pone.0225907.r001,True
pone.0223474.r005,True
pone.0224573.r003,True
pone.0218061.r003,True
pone.0223257.r003,True
pone.0224933.r001,True
pone.0225011.r001,True
pone.0223868.r003,True
pone.0223338.r003,True
pone.0224433.r001,True
pone.0227379.r001,True
pone.0223339.r003,True
pone.0224338.r003,True
pone.0219652.r001,True
pone.0233279.r001,True
pone.0222479.r001,True
pone.0224076.r001,True
pone.0223729.r003,True
pone.0225806.r001,True
pone.0223373.r003,True
pone.0224260.r003,True
pone.0223928.r003,True
pone.0224697.r003,True
pone.0223845.r003,True
pone.0229286.r001,True
pone.0218296.r003,True
pone.0224923.r001,True
pone.0223402.r003,True
pone.0218844.r003,True
pone.0225863.r001,True
pone.0225652.r003,True
pone.0224508.r003,True
pone.0224893.r003,True
pone.0223507.r003,True
pone.0223492.r003,True
pone.0223514.r005,True
pone.0226307.r001,True
pone.0223604.r003,True
pone.0223623.r003,True
pone.0223618.r003,True
pone.0220679.r001,True
pone.0221190.r005,True
pone.0223707.r003,True
pone.0225336.r001,True
pone.0223605.r003,True
pone.0224931.r001,True
pone.0220094.r003,True
pone.0226304.r001,True
pone.0226276.r001,True
pone.0223842.r001,True
pone.0223888.r003,True
pone.0225777.r001,True
pone.0227989.r001,True
pone.0223624.r003,True
pone.0223572.r001,True
pone.0223620.r003,True
pone.0224521.r003,True
pone.0223688.r005,True
pone.0218839.r003,True
pone.0225283.r003,True
pone.0223645.r003,True
pone.0222070.r001,True
pone.0226925.r001,True
pone.0224481.r001,True
pone.0225046.r001,True
pone.0233161.r001,True
pone.0229041.r001,True
pone.0223649.r003,True
pone.0229512.r001,True
pone.0223639.r003,True
pone.0223687.r003,True
pone.0223647.r003,True
pone.0223689.r003,True
pone.0224479.r001,True
pone.0223658.r005,True
pone.0225691.r001,True
pone.0223715.r003,True
pone.0223736.r003,True
pone.0223717.r003,True
pone.0224402.r003,True
pone.0223876.r003,True
pone.0224132.r001,True
pone.0224093.r003,True
pone.0223809.r003,True
pone.0223769.r003,True
pone.0223800.r003,True
pone.0224210.r001,True
pone.0225089.r003,True
pone.0226524.r002,True
pone.0226427.r001,True
pone.0223775.r003,True
pone.0220270.r003,True
pone.0223861.r003,True
pone.0237632.r001,True
pone.0222126.r001,True
pone.0229707.r001,True
pone.0223856.r003,True
pone.0223831.r003,True
pone.0223866.r003,True
pone.0224999.r001,True
pone.0226931.r001,True
pone.0223869.r003,True
pone.0227433.r001,True
pone.0225224.r001,True
pone.0223897.r003,True
pone.0223901.r003,True
pone.0223895.r003,True
pone.0224269.r001,True
pone.0223925.r003,True
pone.0224287.r003,True
pone.0223877.r003,True
pone.0227115.r001,True
pone.0225883.r003,True
pone.0223924.r003,True
pone.0224854.r001,True
pone.0224268.r001,True
pone.0223971.r003,True
pone.0223994.r003,True
pone.0223990.r003,True
pone.0226633.r003,True
pone.0225108.r001,True
pone.0224366.r003,True
pone.0226691.r003,True
pone.0224030.r003,True
pone.0224016.r001,True
pone.0228540.r001,True
pone.0227618.r001,True
pone.0227516.r001,True
pone.0224945.r003,True
pone.0220753.r001,True
pone.0230117.r001,True
pone.0224514.r003,True
pone.0225070.r003,True
pone.0224046.r003,True
pone.0226952.r001,True
pone.0220084.r003,True
pone.0227323.r001,True
pone.0226219.r001,True
pone.0226728.r001,True
pone.0225135.r003,True
pone.0224104.r005,True
pone.0224507.r001,True
pone.0224773.r003,True
pone.0227689.r001,True
pone.0224574.r001,True
pone.0224113.r003,True
pone.0224070.r001,True
pone.0224116.r003,True
pone.0224898.r001,True
pone.0224848.r003,True
pone.0224071.r001,True
pone.0220597.r003,True
pone.0225723.r001,True
pone.0224563.r001,True
pone.0224158.r003,True
pone.0226069.r001,True
pone.0227213.r001,True
pone.0220022.r003,True
pone.0224154.r003,True
pone.0224517.r005,True
pone.0225851.r001,True
pone.0224148.r003,True
pone.0224150.r003,True
pone.0224178.r003,True
pone.0227107.r001,True
pone.0224184.r003,True
pone.0227775.r001,True
pone.0225848.r003,True
pone.0227502.r001,True
pone.0224214.r003,True
pone.0227778.r001,True
pone.0226908.r001,True
pone.0224247.r003,True
pone.0225684.r002,True
pone.0225174.r001,True
pone.0225211.r005,True
pone.0226598.r003,True
pone.0224232.r003,True
pone.0226162.r003,True
pone.0224236.r003,True
pone.0224233.r005,True
pone.0228421.r001,True
pone.0226956.r001,True
pone.0225532.r001,True
pone.0225603.r003,True
pone.0224272.r003,True
pone.0226120.r001,True
pone.0226996.r001,True
pone.0225506.r001,True
pone.0224271.r003,True
pone.0225123.r001,True
pone.0230613.r001,True
pone.0219807.r001,True
pone.0224286.r003,True
pone.0224292.r003,True
pone.0229971.r001,True
pone.0225441.r001,True
pone.0229606.r001,True
pone.0224561.r001,True
pone.0224619.r003,True
pone.0226871.r001,True
pone.0226278.r001,True
pone.0224689.r001,True
pone.0224323.r003,True
pone.0224335.r003,True
pone.0219415.r003,True
pone.0225556.r003,True
pone.0224331.r003,True
pone.0228574.r001,True
pone.0224892.r003,True
pone.0224337.r003,True
pone.0225658.r001,True
pone.0222057.r001,True
pone.0230492.r001,True
pone.0224363.r003,True
pone.0224362.r005,True
pone.0237308.r001,True
pone.0224401.r003,True
pone.0225064.r003,True
pone.0224388.r003,True
pone.0224392.r005,True
pone.0219883.r003,True
pone.0228457.r001,True
pone.0223033.r001,True
pone.0224396.r003,True
pone.0224691.r003,True
pone.0219332.r003,True
pone.0227037.r001,True
pone.0225498.r001,True
pone.0224448.r003,True
pone.0224467.r003,True
pone.0226960.r003,True
pone.0234110.r001,True
pone.0224895.r005,True
pone.0227209.r001,True
pone.0224504.r003,True
pone.0224518.r003,True
pone.0224932.r001,True
pone.0226474.r001,True
pone.0227045.r003,True
pone.0220542.r003,True
pone.0224511.r003,True
pone.0225954.r001,True
pone.0224478.r002,True
pone.0224512.r003,True
pone.0224527.r003,True
pone.0225217.r001,True
pone.0224503.r003,True
pone.0225894.r001,True
pone.0224581.r005,True
pone.0228188.r001,True
pone.0225385.r003,True
pone.0218582.r003,True
pone.0224560.r003,True
pone.0226666.r002,True
pone.0228415.r001,True
pone.0226677.r001,True
pone.0224541.r003,True
pone.0225255.r005,True
pone.0227019.r001,True
pone.0227540.r001,True
pone.0227367.r001,True
pone.0221070.r001,True
pone.0224632.r003,True
pone.0226710.r002,True
pone.0224659.r003,True
pone.0225776.r001,True
pone.0224706.r003,True
pone.0225417.r003,True
pone.0227244.r001,True
pone.0226116.r001,True
pone.0224684.r003,True
pone.0224676.r003,True
pone.0229715.r001,True
pone.0224693.r003,True
pone.0224686.r003,True
pone.0226280.r003,True
pone.0228140.r001,True
pone.0219235.r003,True
pone.0224727.r003,True
pone.0226354.r001,True
pone.0227441.r001,True
pone.0224769.r003,True
pone.0232683.r001,True
pone.0224764.r003,True
pone.0225496.r001,True
pone.0224772.r003,True
pone.0226339.r003,True
pone.0222309.r001,True
pone.0221378.r003,True
pone.0227564.r001,True
pone.0231956.r002,True
pone.0224762.r003,True
pone.0224758.r003,True
pone.0220091.r003,True
pone.0227834.r001,True
pone.0225204.r003,True
pone.0228624.r003,True
pone.0224814.r003,True
pone.0225448.r003,True
pone.0227703.r001,True
pone.0228966.r001,True
pone.0224800.r001,True
pone.0218908.r003,True
pone.0222248.r001,True
pone.0229589.r001,True
pone.0224821.r003,True
pone.0224794.r003,True
pone.0226197.r001,True
pone.0227233.r001,True
pone.0228003.r001,True
pone.0224859.r003,True
pone.0224858.r003,True
pone.0225246.r003,True
pone.0228898.r001,True
pone.0225682.r001,True
pone.0230850.r003,True
pone.0225229.r005,True
pone.0224872.r003,True
pone.0224884.r003,True
pone.0223294.r001,True
pone.0224899.r003,True
pone.0224877.r003,True
pone.0227571.r001,True
pone.0225585.r001,True
pone.0224883.r003,True
pone.0224890.r003,True
pone.0227096.r001,True
pone.0224900.r003,True
pone.0224948.r003,True
pone.0227184.r003,True
pone.0228742.r001,True
pone.0224930.r003,True
pone.0224951.r003,True
pone.0227831.r001,True
pone.0227381.r001,True
pone.0224928.r005,True
pone.0224927.r003,True
pone.0228668.r001,True
pone.0227337.r001,True
pone.0225008.r005,True
pone.0224965.r003,True
pone.0227825.r001,True
pone.0224985.r003,True
pone.0226527.r003,True
pone.0224989.r005,True
pone.0224984.r003,True
pone.0225007.r003,True
pone.0228715.r001,True
pone.0224963.r003,True
pone.0225934.r003,True
pone.0225057.r003,True
pone.0227303.r003,True
pone.0226954.r003,True
pone.0225185.r003,True
pone.0225670.r003,True
pone.0225067.r003,True
pone.0225055.r003,True
pone.0225740.r003,True
pone.0226285.r001,True
pone.0224007.r001,True
pone.0227001.r001,True
pone.0225717.r003,True
pone.0225586.r003,True
pone.0225535.r003,True
pone.0225597.r001,True
pone.0225384.r003,True
pone.0226220.r003,True
pone.0225077.r005,True
pone.0225034.r003,True
pone.0225075.r003,True
pone.0223549.r003,True
pone.0229694.r001,True
pone.0225151.r004,True
pone.0225731.r003,True
pone.0228814.r001,True
pone.0228297.r001,True
pone.0227580.r001,True
pone.0225133.r003,True
pone.0225113.r003,True
pone.0225088.r003,True
pone.0227590.r001,True
pone.0226405.r001,True
pone.0225337.r001,True
pone.0227384.r001,True
pone.0231696.r001,True
pone.0224342.r001,True
pone.0225908.r003,True
pone.0222476.r003,True
pone.0225090.r005,True
pone.0225124.r003,True
pone.0232524.r001,True
pone.0227283.r001,True
pone.0225197.r003,True
pone.0226911.r003,True
pone.0225230.r003,True
pone.0225225.r003,True
pone.0226118.r001,True
pone.0227739.r001,True
pone.0227427.r001,True
pone.0225377.r003,True
pone.0228042.r001,True
pone.0225177.r003,True
pone.0231875.r001,True
pone.0227229.r001,True
pone.0225216.r003,True
pone.0226086.r003,True
pone.0225270.r003,True
pone.0227868.r001,True
pone.0221838.r001,True
pone.0230457.r001,True
pone.0225268.r003,True
pone.0226098.r001,True
pone.0225275.r003,True
pone.0226674.r001,True
pone.0239189.r001,True
pone.0227582.r001,True
pone.0226127.r001,True
pone.0220756.r001,True
pone.0225346.r003,True
pone.0227792.r001,True
pone.0225787.r003,True
pone.0225316.r003,True
pone.0225321.r003,True
pone.0230918.r001,True
pone.0226708.r003,True
pone.0220215.r003,True
pone.0224413.r001,True
pone.0228314.r001,True
pone.0225416.r003,True
pone.0225511.r003,True
pone.0227100.r001,True
pone.0229439.r001,True
pone.0225379.r003,True
pone.0224850.r001,True
pone.0221843.r001,True
pone.0227400.r003,True
pone.0221138.r001,True
pone.0225376.r003,True
pone.0228708.r001,True
pone.0224533.r001,True
pone.0228358.r001,True
pone.0224642.r001,True
pone.0227653.r001,True
pone.0226843.r001,True
pone.0228158.r001,True
pone.0225427.r003,True
pone.0226875.r001,True
pone.0222432.r001,True
pone.0225455.r003,True
pone.0226289.r001,True
pone.0225447.r003,True
pone.0225439.r003,True
pone.0225450.r003,True
pone.0226955.r001,True
pone.0227101.r001,True
pone.0231538.r001,True
pone.0227046.r001,True
pone.0227532.r003,True
pone.0228884.r001,True
pone.0222900.r001,True
pone.0227506.r001,True
pone.0228773.r001,True
pone.0225530.r003,True
pone.0227795.r005,True
pone.0226404.r003,True
pone.0220096.r003,True
pone.0225592.r004,True
pone.0225566.r003,True
pone.0227497.r003,True
pone.0225607.r003,True
pone.0228818.r001,True
pone.0227708.r001,True
pone.0228900.r001,True
pone.0233487.r001,True
pone.0229608.r001,True
pone.0230228.r001,True
pone.0228811.r001,True
pone.0220275.r001,True
pone.0228345.r001,True
pone.0218360.r005,True
pone.0225667.r003,True
pone.0225660.r003,True
pone.0225665.r003,True
pone.0225645.r005,True
pone.0225668.r003,True
pone.0227514.r003,True
pone.0228472.r001,True
pone.0226216.r001,True
pone.0221544.r001,True
pone.0232944.r001,True
pone.0225021.r001,True
pone.0230420.r001,True
pone.0225672.r003,True
pone.0227486.r001,True
pone.0225641.r003,True
pone.0229299.r001,True
pone.0226777.r003,True
pone.0225656.r003,True
pone.0226909.r003,True
pone.0225726.r003,True
pone.0226754.r003,True
pone.0228864.r003,True
pone.0225738.r003,True
pone.0226253.r003,True
pone.0225693.r003,True
pone.0228382.r001,True
pone.0225732.r003,True
pone.0225722.r003,True
pone.0234233.r001,True
pone.0227070.r001,True
pone.0227130.r003,True
pone.0219633.r003,True
pone.0225743.r003,True
pone.0222822.r001,True
pone.0235954.r001,True
pone.0225704.r003,True
pone.0219805.r003,True
pone.0225734.r003,True
pone.0225725.r003,True
pone.0227839.r001,True
pone.0224301.r001,True
pone.0225795.r003,True
pone.0225765.r003,True
pone.0224718.r001,True
pone.0225762.r003,True
pone.0225773.r003,True
pone.0220095.r005,True
pone.0228410.r001,True
pone.0227976.r001,True
pone.0225761.r003,True
pone.0223932.r001,True
pone.0219724.r003,True
pone.0226551.r001,True
pone.0225754.r003,True
pone.0225823.r001,True
pone.0225858.r003,True
pone.0226282.r001,True
pone.0228669.r001,True
pone.0222749.r003,True
pone.0231011.r002,True
pone.0226426.r003,True
pone.0225812.r003,True
pone.0227539.r003,True
pone.0225886.r003,True
pone.0225882.r003,True
pone.0227369.r001,True
pone.0226509.r003,True
pone.0225912.r005,True
pone.0224060.r001,True
pone.0225909.r005,True
pone.0227577.r001,True
pone.0229260.r001,True
pone.0225926.r005,True
pone.0228017.r001,True
pone.0230674.r001,True
pone.0227428.r001,True
pone.0226243.r003,True
pone.0228237.r001,True
pone.0225958.r003,True
pone.0225981.r003,True
pone.0227752.r003,True
pone.0233648.r001,True
pone.0225979.r003,True
pone.0228947.r001,True
pone.0225980.r003,True
pone.0224006.r001,True
pone.0227002.r001,True
pone.0225959.r003,True
pone.0225925.r005,True
pone.0226048.r003,True
pone.0227061.r001,True
pone.0228546.r001,True
pone.0226685.r003,True
pone.0220593.r003,True
pone.0227913.r003,True
pone.0220426.r003,True
pone.0231620.r001,True
pone.0227119.r003,True
pone.0228033.r001,True
pone.0223699.r001,True
pone.0226037.r004,True
pone.0228425.r001,True
pone.0226737.r003,True
pone.0227970.r003,True
pone.0226082.r003,True
pone.0228201.r001,True
pone.0226074.r003,True
pone.0228215.r001,True
pone.0228013.r001,True
pone.0226575.r003,True
pone.0227326.r001,True
pone.0226508.r003,True
pone.0229409.r001,True
pone.0228459.r001,True
pone.0228044.r001,True
pone.0227338.r003,True
pone.0226085.r003,True
pone.0228725.r003,True
pone.0226151.r003,True
pone.0226156.r003,True
pone.0229067.r001,True
pone.0227196.r003,True
pone.0226526.r003,True
pone.0227966.r003,True
pone.0228053.r001,True
pone.0226158.r003,True
pone.0226169.r003,True
pone.0228419.r001,True
pone.0227986.r003,True
pone.0221498.r003,True
pone.0226133.r001,True
pone.0226616.r003,True
pone.0226138.r003,True
pone.0226228.r005,True
pone.0228369.r003,True
pone.0226177.r001,True
pone.0228949.r001,True
pone.0226231.r003,True
pone.0228739.r001,True
pone.0228241.r005,True
pone.0226176.r003,True
pone.0229249.r001,True
pone.0228915.r003,True
pone.0230732.r001,True
pone.0226985.r001,True
pone.0226260.r003,True
pone.0226283.r003,True
pone.0227626.r001,True
pone.0226279.r003,True
pone.0226277.r003,True
pone.0226281.r003,True
pone.0226842.r005,True
pone.0229664.r001,True
pone.0233221.r001,True
pone.0227473.r002,True
pone.0226263.r005,True
pone.0226299.r003,True
pone.0228718.r001,True
pone.0226308.r005,True
pone.0226286.r003,True
pone.0220220.r003,True
pone.0226252.r005,True
pone.0226709.r003,True
pone.0223396.r001,True
pone.0228873.r003,True
pone.0229500.r001,True
pone.0228166.r001,True
pone.0230952.r001,True
pone.0224776.r001,True
pone.0226388.r003,True
pone.0222737.r003,True
pone.0226378.r005,True
pone.0226369.r003,True
pone.0226361.r005,True
pone.0226342.r003,True
pone.0226999.r003,True
pone.0226382.r003,True
pone.0227767.r003,True
pone.0228936.r001,True
pone.0226358.r003,True
pone.0228543.r001,True
pone.0227076.r003,True
pone.0228096.r003,True
pone.0227472.r001,True
pone.0226442.r003,True
pone.0227567.r003,True
pone.0229885.r001,True
pone.0228088.r003,True
pone.0227962.r003,True
pone.0226435.r003,True
pone.0226428.r003,True
pone.0226422.r003,True
pone.0230075.r001,True
pone.0230815.r001,True
pone.0226408.r003,True
pone.0226440.r005,True
pone.0227235.r001,True
pone.0226832.r005,True
pone.0235312.r001,True
pone.0226436.r003,True
pone.0228891.r001,True
pone.0228290.r003,True
pone.0229307.r001,True
pone.0223697.r001,True
pone.0231819.r001,True
pone.0226774.r003,True
pone.0228045.r001,True
pone.0227821.r005,True
pone.0228225.r001,True
pone.0239121.r001,True
pone.0229448.r001,True
pone.0227779.r003,True
pone.0230998.r003,True
pone.0230502.r001,True
pone.0229717.r001,True
pone.0230191.r003,True
pone.0227697.r003,True
pone.0229074.r001,True
pone.0230229.r003,True
pone.0233334.r001,True
pone.0226480.r001,True
pone.0226521.r003,True
pone.0226496.r003,True
pone.0230051.r001,True
pone.0226518.r003,True
pone.0227948.r004,True
pone.0227230.r001,True
pone.0226515.r001,True
pone.0226504.r001,True
pone.0228888.r001,True
pone.0228176.r001,True
pone.0227569.r003,True
pone.0223341.r003,True
pone.0226514.r003,True
pone.0227055.r001,True
pone.0228597.r003,True
pone.0227031.r001,True
pone.0226557.r003,True
pone.0228362.r001,True
pone.0227218.r003,True
pone.0228165.r001,True
pone.0229011.r001,True
pone.0227612.r003,True
pone.0229539.r001,True
pone.0226581.r003,True
pone.0226547.r003,True
pone.0226548.r006,True
pone.0226627.r003,True
pone.0227875.r003,True
pone.0228209.r001,True
pone.0228341.r003,True
pone.0226986.r001,True
pone.0230571.r001,True
pone.0227458.r003,True
pone.0226645.r003,True
pone.0226630.r003,True
pone.0227145.r003,True
pone.0228474.r001,True
pone.0227422.r001,True
pone.0226632.r005,True
pone.0229877.r001,True
pone.0231029.r001,True
pone.0220274.r003,True
pone.0226634.r005,True
pone.0226927.r007,True
pone.0226648.r003,True
pone.0228277.r001,True
pone.0227615.r003,True
pone.0228737.r001,True
pone.0226711.r003,True
pone.0226717.r003,True
pone.0226720.r003,True
pone.0226707.r003,True
pone.0228793.r001,True
pone.0228413.r003,True
pone.0227126.r003,True
pone.0226769.r003,True
pone.0226761.r003,True
pone.0222375.r003,True
pone.0226784.r003,True
pone.0227974.r003,True
pone.0227097.r003,True
pone.0228995.r001,True
pone.0227874.r003,True
pone.0226732.r003,True
pone.0229721.r003,True
pone.0227679.r005,True
pone.0226780.r003,True
pone.0227113.r003,True
pone.0226762.r005,True
pone.0229463.r002,True
pone.0229716.r001,True
pone.0226747.r005,True
pone.0226809.r003,True
pone.0226857.r003,True
pone.0225560.r001,True
pone.0227602.r003,True
pone.0227153.r003,True
pone.0226828.r003,True
pone.0227306.r005,True
pone.0229408.r001,True
pone.0226833.r003,True
pone.0228937.r001,True
pone.0227558.r003,True
pone.0228978.r001,True
pone.0226840.r003,True
pone.0226829.r003,True
pone.0229930.r001,True
pone.0227370.r004,True
pone.0226885.r003,True
pone.0233333.r001,True
pone.0227642.r003,True
pone.0226921.r005,True
pone.0228447.r001,True
pone.0237313.r001,True
pone.0226865.r003,True
pone.0227325.r001,True
pone.0228618.r001,True
pone.0226869.r003,True
pone.0230220.r001,True
pone.0226906.r003,True
pone.0226904.r003,True
pone.0230625.r001,True
pone.0229236.r003,True
pone.0226988.r003,True
pone.0226962.r003,True
pone.0233951.r002,True
pone.0229961.r001,True
pone.0229018.r001,True
pone.0228751.r001,True
pone.0226936.r001,True
pone.0230773.r001,True
pone.0229267.r001,True
pone.0231312.r001,True
pone.0228090.r003,True
pone.0227010.r003,True
pone.0228676.r003,True
pone.0230438.r001,True
pone.0227027.r003,True
pone.0227041.r003,True
pone.0227040.r003,True
pone.0231768.r001,True
pone.0223035.r001,True
pone.0227742.r001,True
pone.0228798.r003,True
pone.0227033.r003,True
pone.0227073.r003,True
pone.0227069.r003,True
pone.0221000.r003,True
pone.0227082.r003,True
pone.0227065.r003,True
pone.0227435.r003,True
pone.0230137.r001,True
pone.0228348.r001,True
pone.0228783.r001,True
pone.0227071.r003,True
pone.0228098.r003,True
pone.0227423.r001,True
pone.0230114.r001,True
pone.0227022.r003,True
pone.0227051.r003,True
pone.0228326.r001,True
pone.0229546.r002,True
pone.0227026.r003,True
pone.0227064.r003,True
pone.0227620.r003,True
pone.0228786.r001,True
pone.0228650.r001,True
pone.0227120.r003,True
pone.0228442.r003,True
